14.301 14.301 14.301

22 3.33333
13.9952	13.3718	4.03963
6.91331	2.29802	4.82296
7.42284	1.46517	7.31437
10.9068	2.08715	5.94319
6.49608	4.74996	4.46124
4.56487	2.09676	13.5921
12.1638	7.86407	1.10023
11.1914	7.50308	6.83748
6.67944	8.71504	4.85366
7.15352	0.324173	3.47503
6.49814	0.018435	2.54582
10.5378	6.93174	4.84385
1.05977	0.0536164	6.30902
8.37414	10.9604	8.39617
0.0163645	3.15553	13.1461
4.47761	7.72039	0.941923
3.76872	5.58325	8.80599
4.86895	2.47367	2.00811
11.7064	9.15311	10.7231
2.25912	2.00566	11.0473
5.73415	8.5038	11.0658
8.27997	4.74061	3.69653

139 2.33333
13.1238	5.80038	3.75015
5.13188	14.1745	0.409597
13.528	14.1909	3.56512
12.3732	4.36753	11.2855
13.3151	8.13624	2.5678
7.82016	13.0052	5.04147
9.82827	10.4107	14.1946
6.25045	12.6698	1.89928
2.99681	4.10297	10.4031
14.0626	12.3829	0.84273
3.45813	11.2058	6.64311
7.20828	2.03671	6.51667
7.61788	1.26379	6.40659
11.183	13.637	10.7741
8.16755	12.6512	4.60939
10.7354	6.17036	3.31362
1.47586	1.69766	13.7243
1.36948	7.94812	12.0931
3.26876	10.9449	1.8951
13.6718	10.7065	14.278
0.213603	14.1647	11.1829
6.85672	7.07197	13.2196
13.3734	0.388889	0.182403
5.47901	11.5719	13.8194
1.95216	5.43848	12.1696
6.56155	1.87287	4.039
9.87518	3.34874	5.73666
9.29849	4.71821	13.6848
7.09062	7.98697	10.3287
8.98572	7.35784	6.7343
8.9628	7.57145	6.598
5.8447	0.127199	13.67
4.76332	13.5006	14.0589
4.94572	4.67863	11.3298
4.46416	6.63079	2.46731
2.33279	13.1923	4.34018
6.37179	8.76656	7.68891
12.1085	3.76409	12.4071
11.4923	10.8547	6.09314
7.52005	5.53947	13.451
14.2543	0.201303	6.72146
6.55138	6.04601	6.84866
5.92039	10.8093	6.04828
5.67829	1.45408	10.7269
2.70712	5.91823	3.05674
5.17443	8.25103	1.94812
9.51461	0.321857	10.7147
2.90256	12.4303	0.1778
1.00872	9.62161	11.0325
7.10186	2.8407	2.27102
6.25188	2.79408	2.47232
12.9733	9.34547	8.51833
5.52104	0.964898	5.02668
11.5693	6.64319	6.48076
7.99527	9.35031	12.399
11.052	0.223774	6.34906
13.0001	9.73838	6.67092
9.41384	12.6409	4.80027
9.59164	13.6497	0.120915
6.32319	6.45056	2.96161
8.5942	12.7024	5.75569
11.0665	11.3748	0.800197
5.28389	2.59488	1.7651
10.3106	14.1642	8.40829
2.49037	7.85851	3.45763
0.588405	4.60955	3.68141
6.93747	3.30872	13.4198
13.6084	12.7226	11.7598
4.10769	8.01323	11.1085
4.2286	0.035456	3.25805
7.19022	8.62966	1.65952
12.9459	5.39522	13.0343
13.7461	10.6791	1.32825
1.21024	6.68872	1.19149
9.61853	9.17909	9.05
13.0762	9.7675	13.6596
2.4566	2.404	2.66731
1.57543	1.71142	1.0889
13.3352	5.81911	9.10214
10.1427	10.0477	9.13759
13.4007	2.93697	3.46629
0.759296	1.58192	8.86151
13.7936	1.02706	5.23966
0.82091	2.2373	11.9284
2.0124	11.8558	6.8065
11.0624	10.631	2.27304
10.421	13.0876	4.67704
13.0883	0.362092	6.38846
14.1772	13.6973	12.2076
8.97838	9.53901	7.95433
3.81501	8.63878	10.8913
7.2813	9.39808	12.4732
1.84184	8.89074	13.5003
7.0815	9.71165	1.43661
4.70891	11.724	13.2924
11.5154	8.48548	9.62249
13.7885	4.60551	8.40915
4.16453	3.39285	8.77125
10.553	3.26909	8.16756
8.4596	12.2475	3.40561
2.11297	1.76151	12.0444
13.0043	9.0428	7.1415
11.1765	10.8846	1.73128
10.3758	3.66518	11.4429
